1	1	1.352710e+01
2	1	-9.090909e-02
73	1	-6.218093e+00
85	1	-6.218093e+00
1	2	-9.090909e-02
2	2	2.024529e+01
91	2	-2.015438e+01
3	3	5.848028e+00
86	3	-5.757119e+00
107	3	-9.090909e-02
4	4	5.844351e+00
5	4	-9.090909e-02
46	4	-5.753442e+00
4	5	-9.090909e-02
5	5	1.010222e+01
106	5	-1.001131e+01
6	6	1.002495e+01
66	6	-1.363637e-02
107	6	-1.001131e+01
7	7	7.358985e+00
8	7	-9.090909e-02
83	7	-7.268076e+00
7	8	-9.090909e-02
8	8	7.362420e+00
17	8	-7.271511e+00
9	9	1.169722e+01
79	9	-5.803157e+00
81	9	-5.803157e+00
103	9	-9.090909e-02
10	10	1.252710e+01
11	10	-9.090909e-02
71	10	-6.218093e+00
75	10	-6.218093e+00
10	11	-9.090909e-02
11	11	2.024529e+01
90	11	-2.015438e+01
12	12	5.848028e+00
76	12	-5.757119e+00
95	12	-9.090909e-02
13	13	5.844351e+00
14	13	-9.090909e-02
45	13	-5.753442e+00
13	14	-9.090909e-02
14	14	1.010222e+01
94	14	-1.001131e+01
15	15	1.002495e+01
59	15	-1.363637e-02
95	15	-1.001131e+01
16	16	9.019882e+00
52	16	-1.158757e-01
91	16	-8.904006e+00
8	17	-7.271511e+00
17	17	9.612116e+00
102	17	-2.340605e+00
18	18	1.002825e+01
20	18	-7.271511e+00
101	18	-2.756735e+00
19	19	9.019882e+00
47	19	-1.158757e-01
90	19	-8.904006e+00
18	20	-7.271511e+00
20	20	4.731668e+01
104	20	-4.004517e+01
21	21	5.258287e+00
51	21	-1.723086e-01
103	21	-5.085978e+00
22	22	5.316385e+00
54	22	-2.523965e-02
98	22	-5.291145e+00
23	23	6.267117e+00
64	23	-6.218093e+00
87	23	-4.902369e-02
24	24	2.447330e+00
84	24	-2.037315e+00
86	24	-4.100142e-01
25	25	4.990080e+00
80	25	-2.020280e+00
82	25	-2.969800e+00
26	26	2.456399e+00
78	26	-2.006706e+00
79	26	-4.496929e-01
27	27	6.237775e+00
61	27	-6.218093e+00
77	27	-1.968128e-02
28	28	2.447330e+00
74	28	-2.037315e+00
76	28	-4.100142e-01
29	29	9.482384e+01
72	29	-8.757258e+01
105	29	-7.251264e+00
30	30	4.963954e+00
32	30	-2.578190e-03
43	30	-4.961376e+00
31	31	5.156380e-03
32	31	-2.578190e-03
70	31	-2.578190e-03
30	32	-2.578190e-03
31	32	-2.578190e-03
32	32	5.156380e-03
33	33	9.090909e-03
102	33	-9.090909e-03
34	34	9.090909e-03
101	34	-9.090909e-03
35	35	2.480362e-02
97	35	-2.480362e-02
36	36	2.480362e-02
93	36	-2.480362e-02
37	37	1.082251e-02
96	37	-1.082251e-02
38	38	1.082251e-02
92	38	-1.082251e-02
39	39	2.331147e-01
40	39	-1.818182e-01
69	39	-5.129652e-02
39	40	-1.818182e-01
40	40	1.641536e+00
56	40	-1.459718e+00
41	41	3.163128e+00
68	41	-1.818182e-01
88	41	-2.981310e+00
42	42	1.841412e+00
43	42	-1.818182e-01
68	42	-1.659594e+00
30	43	-4.961376e+00
42	43	-1.818182e-01
43	43	5.143194e+00
44	44	5.143194e+00
69	44	-1.818182e-01
70	44	-4.961376e+00
13	45	-5.753442e+00
45	45	6.798372e+00
71	45	-1.044930e+00
4	46	-5.753442e+00
46	46	6.798372e+00
73	46	-1.044930e+00
19	47	-1.158757e-01
47	47	3.172456e+00
48	47	-3.056580e+00
47	48	-3.056580e+00
48	48	3.659658e+00
55	48	-6.030781e-01
49	49	5.163341e+00
56	49	-7.736285e-02
98	49	-5.085978e+00
50	50	4.004277e+00
51	50	-3.056580e+00
57	50	-9.476966e-01
21	51	-1.723086e-01
50	51	-3.056580e+00
51	51	3.228889e+00
16	52	-1.158757e-01
52	52	5.716987e+00
58	52	-5.601111e+00
53	53	1.222007e+01
58	53	-6.059247e+00
99	53	-6.160822e+00
22	54	-2.523965e-02
54	54	5.316385e+00
100	54	-5.291145e+00
48	55	-6.030781e-01
55	55	2.028595e+00
89	55	-1.425517e+00
40	56	-1.459718e+00
49	56	-7.736285e-02
56	56	1.537080e+00
50	57	-9.476966e-01
57	57	6.033675e+00
62	57	-5.085978e+00
52	58	-5.601111e+00
53	58	-6.059247e+00
58	58	1.166036e+01
15	59	-1.363637e-02
59	59	2.080483e-02
93	59	-7.168459e-03
60	60	3.123169e-02
92	60	-1.759532e-02
94	60	-1.363637e-02
27	61	-6.218093e+00
61	61	6.309002e+00
98	61	-9.090909e-02
57	62	-5.085978e+00
62	62	5.176888e+00
63	62	-9.090909e-02
62	63	-9.090909e-02
63	63	6.309002e+00
77	63	-6.218093e+00
23	64	-6.218093e+00
64	64	6.309002e+00
99	64	-9.090909e-02
65	65	6.309002e+00
87	65	-6.218093e+00
100	65	-9.090909e-02
6	66	-1.363637e-02
66	66	2.080483e-02
97	66	-7.168459e-03
67	67	3.123169e-02
96	67	-1.759532e-02
106	67	-1.363637e-02
41	68	-1.818182e-01
42	68	-1.659594e+00
68	68	1.841412e+00
39	69	-5.129652e-02
44	69	-1.818182e-01
69	69	2.331147e-01
31	70	-2.578190e-03
44	70	-4.961376e+00
70	70	4.963954e+00
10	71	-6.218093e+00
45	71	-1.044930e+00
71	71	7.263023e+00
29	72	-8.757258e+01
72	72	9.133432e+01
78	72	-3.761746e+00
1	73	-6.218093e+00
46	73	-1.044930e+00
73	73	7.263023e+00
28	74	-2.037315e+00
74	74	3.304632e+00
75	74	-1.267316e+00
10	75	-6.218093e+00
74	75	-1.267316e+00
75	75	7.485410e+00
12	76	-5.757119e+00
28	76	-4.100142e-01
